AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-0.99,-1.17,9.2,-0.13,0.27,0.3,1721743317918
1.12,3.38,17.65,0.09,0.11,0.1,1721743317928
2.47,-0.31,14.88,0.12,0.01,-0.3,1721743317938
-2.8,0.4,7.56,0.2,-0.22,-0.1,1721743317948
-1.03,2.1,7.3,0.05,0.42,0.01,1721743317958
-0.61,-0.8,6.21,0.02,-0.14,0.12,1721743317967
-0.08,-1.43,3.52,0.04,0.18,-0.03,1721743317977
1.81,3.37,10.55,0.05,0.25,-0.22,1721743317987
-2.61,10.55,15.47,0.15,-0.11,-0.1,1721743317997
-2.04,-5.79,8.71,-0.2,-0.09,-0.01,1721743318007
-0.71,-11.89,16.14,-0.3,0.29,-0.11,1721743318017
-0.92,1.06,12.47,0.15,-0.13,0.06,1721743318026
2.62,-1.51,3.06,-0.09,0.16,0.03,1721743318036
-1.52,11.6,18.11,0.19,0.04,-0.22,1721743318046
-1.52,15.87,12.0,0.33,-0.1,-0.12,1721743318056
-0.47,-0.58,3.91,-0.29,0.07,0.1,1721743318066
0.65,-15.0,12.2,-0.53,0.12,0.08,1721743318076
1.61,1.24,11.24,0.13,0.06,-0.16,1721743318086
1.47,5.59,1.72,0.08,0.02,-0.22,1721743318096
-4.57,-0.92,5.73,0.03,-0.1,-0.22,1721743318106
-4.71,-4.34,13.34,-0.13,0.15,0.01,1721743318116
-2.04,-0.58,18.26,-0.2,-0.01,0.48,1721743318126
3.99,1.53,12.44,-0.21,0.11,0.42,1721743318136
5.78,7.58,8.57,-0.03,0.06,-0.18,1721743318146
2.57,3.87,6.89,-0.03,-0.14,-0.55,1721743318156
-3.03,-2.63,0.88,-0.12,-0.12,-0.35,1721743318166
-4.44,-10.66,13.23,-0.75,0.46,-0.19,1721743318176
-7.84,0.77,25.31,-0.18,-0.29,0.04,1721743318186
-1.0,7.73,8.32,0.13,-0.01,0.49,1721743318196
4.97,5.02,-0.59,-0.0,0.13,0.58,1721743318206
6.1,14.2,7.35,0.08,0.23,0.16,1721743318216
5.85,-5.06,6.3,-0.28,-0.12,-0.35,1721743318226
-1.6,-16.72,21.0,-0.65,0.11,-0.84,1721743318236
-6.93,6.01,26.7,0.02,-0.2,-0.6,1721743318246
-7.94,5.5,2.48,0.03,-0.2,0.28,1721743318256
-1.47,8.13,8.66,0.09,0.5,0.76,1721743318266
5.61,-0.67,5.74,0.21,0.03,0.57,1721743318276
4.77,2.28,13.07,-0.01,0.21,-0.18,1721743318286
1.31,5.82,11.9,0.23,-0.28,-0.42,1721743318296
-1.75,-6.48,0.05,-0.0,-0.01,-0.33,1721743318306
-3.68,-6.23,15.11,-0.08,0.16,-0.02,1721743318316
-1.36,-2.0,17.19,0.22,-0.04,0.27,1721743318326
1.06,1.41,12.74,0.16,0.14,0.0,1721743318336
-0.43,0.73,11.94,0.06,-0.07,-0.17,1721743318346
-2.11,5.31,13.73,0.18,0.14,-0.13,1721743318356
-0.01,2.02,4.91,0.32,-0.14,0.02,1721743318366
-2.24,1.7,3.83,0.18,-0.01,-0.03,1721743318376
-0.43,2.52,8.14,0.29,0.1,0.02,1721743318386
0.6,-17.27,14.05,-0.26,-0.03,0.02,1721743318396
-3.73,3.87,25.71,0.12,0.05,0.01,1721743318406
1.28,8.48,4.14,0.41,-0.25,0.18,1721743318416
1.36,1.9,-1.76,0.05,0.07,0.06,1721743318426
2.19,1.18,14.95,0.09,0.11,-0.21,1721743318436
-0.69,0.36,6.28,0.29,-0.32,-0.27,1721743318446
-4.75,0.37,3.57,0.04,0.22,-0.27,1721743318456
-3.28,-3.15,12.95,-0.13,0.05,-0.03,1721743318466
-3.26,-3.71,20.47,-0.06,-0.03,0.21,1721743318476
2.37,3.43,6.54,0.2,-0.16,0.1,1721743318491
2.26,4.05,3.96,0.1,-0.03,-0.01,1721743318496
1.04,-0.31,8.73,-0.08,-0.08,-0.1,1721743318506
-0.27,2.61,9.83,0.19,-0.07,-0.19,1721743318516
0.17,-0.47,5.85,0.1,0.07,-0.21,1721743318526
-2.69,-1.58,7.95,-0.01,-0.1,-0.0,1721743318536
-0.58,2.6,14.16,0.03,0.24,0.05,1721743318546
0.86,1.21,10.52,0.01,-0.18,0.05,1721743318555
1.13,-2.65,12.32,-0.16,0.16,-0.17,1721743318565
-0.06,-0.82,16.55,0.03,-0.17,-0.16,1721743318575
-1.95,6.99,5.35,0.22,-0.14,-0.05,1721743318585
1.57,-0.23,5.18,-0.11,0.19,-0.03,1721743318595
-2.0,-0.42,12.21,-0.02,-0.17,-0.05,1721743318605
-1.78,0.01,8.08,0.01,0.02,0.0,1721743318615
-1.08,-1.57,10.13,-0.18,-0.02,0.02,1721743318625
-2.73,-3.12,12.73,-0.21,-0.08,-0.02,1721743318635
-2.48,0.08,15.92,-0.13,0.01,0.06,1721743318645
-1.85,4.69,8.32,0.06,-0.24,0.25,1721743318655
1.87,2.7,6.0,-0.14,0.14,0.19,1721743318664
1.57,-3.51,10.56,-0.2,-0.15,0.03,1721743318673
1.18,-0.53,13.99,-0.02,0.09,-0.19,1721743318683
-1.51,4.95,7.15,0.07,-0.26,-0.09,1721743318693
-2.45,-0.44,9.24,-0.23,0.11,-0.02,1721743318703
-2.18,0.28,13.77,-0.08,-0.15,0.07,1721743318713
-1.15,1.79,4.03,-0.08,-0.11,0.1,1721743318723
0.16,-5.06,11.62,-0.44,0.08,0.08,1721743318733
-1.09,-1.01,17.57,-0.1,-0.13,0.03,1721743318743
1.28,3.61,4.59,0.11,-0.1,0.02,1721743318753
0.17,-0.16,5.53,-0.28,0.01,0.1,1721743318763
-1.23,2.34,17.96,-0.17,-0.03,0.11,1721743318773
0.48,-0.44,11.16,-0.05,-0.23,-0.04,1721743318783
-0.76,0.7,10.98,-0.18,-0.15,-0.1,1721743318793
0.14,3.46,15.28,-0.14,-0.03,0.03,1721743318803
-0.52,0.75,9.23,0.02,-0.28,0.14,1721743318813
0.99,-0.04,4.18,0.06,0.07,0.03,1721743318823
2.24,-1.68,7.13,0.04,-0.03,-0.04,1721743318833
-0.65,3.52,12.9,0.06,-0.03,-0.07,1721743318843
-0.92,3.4,12.9,0.14,-0.14,-0.03,1721743318853
-0.24,-0.14,6.22,0.04,-0.16,0.15,1721743318863
2.22,0.9,13.48,-0.03,0.13,0.11,1721743318873
2.72,-0.13,15.8,0.05,-0.21,0.06,1721743318883
0.95,3.76,8.29,0.13,0.02,-0.22,1721743318893
0.55,-1.58,7.76,0.01,0.06,-0.39,1721743318903
-4.48,1.55,15.26,0.08,-0.12,-0.2,1721743318913
-1.08,4.91,10.39,0.25,0.09,0.0,1721743318923
1.36,-3.36,5.56,0.06,-0.09,0.16,1721743318933
1.1,-5.82,12.28,0.01,0.11,-0.12,1721743318943
1.71,3.59,17.32,0.31,0.07,-0.32,1721743318953
-1.21,3.82,6.78,0.3,-0.23,-0.21,1721743318963
-1.27,3.45,6.8,0.18,0.2,-0.11,1721743318973
1.28,-1.41,11.18,0.19,0.04,-0.09,1721743318983
0.14,-1.51,10.41,0.12,-0.02,-0.2,1721743318993
0.38,3.09,11.63,0.17,0.1,-0.23,1721743319003
-0.08,-2.5,8.69,0.03,-0.01,-0.2,1721743319013
-2.67,-2.74,10.93,0.0,0.12,-0.29,1721743319023
-1.86,0.02,10.1,0.08,0.03,-0.09,1721743319033
0.01,-0.75,8.5,-0.05,0.13,0.1,1721743319043
1.7,2.04,10.14,0.03,0.17,-0.17,1721743319053
0.86,-4.95,11.42,-0.08,0.0,-0.36,1721743319063
-3.17,-0.59,13.33,0.09,0.04,-0.21,1721743319073
0.04,3.36,14.83,0.17,0.36,-0.2,1721743319083
-2.69,6.68,6.57,0.25,-0.23,-0.05,1721743319093
-1.76,0.91,7.79,-0.03,0.33,-0.04,1721743319103
0.72,-3.34,13.58,-0.04,0.1,-0.02,1721743319113
-0.54,-1.61,5.91,0.07,-0.03,-0.14,1721743319123
0.61,2.48,4.21,-0.04,0.25,-0.13,1721743319133
0.37,2.43,10.37,-0.11,0.11,-0.16,1721743319143
-0.82,-2.38,14.54,-0.05,0.02,-0.11,1721743319153
0.1,-2.39,11.37,0.01,0.1,-0.07,1721743319163
-0.06,1.39,13.45,-0.04,0.12,-0.14,1721743319173
-0.26,4.21,15.64,-0.02,0.09,-0.13,1721743319183
-0.1,3.91,12.86,0.16,0.04,-0.15,1721743319193
-0.22,-0.03,3.31,0.1,0.03,-0.2,1721743319203
-1.57,1.78,8.41,0.01,0.2,-0.21,1721743319213
-0.33,-0.75,14.76,-0.01,0.15,-0.08,1721743319223
-1.37,-1.63,9.79,0.1,-0.09,-0.14,1721743319233
-1.47,4.58,7.66,0.15,0.17,-0.16,1721743319243
0.13,2.51,7.58,0.04,0.04,0.04,1721743319253
1.49,-2.25,9.36,-0.1,0.07,0.04,1721743319263
1.47,1.41,10.12,-0.03,0.2,-0.32,1721743319273
-0.76,1.76,12.45,-0.1,0.05,-0.45,1721743319283
-2.76,-0.21,18.1,-0.1,0.07,-0.22,1721743319293
-2.75,-0.05,8.03,0.07,-0.02,0.07,1721743319303
-0.27,0.64,4.87,-0.15,0.33,0.08,1721743319313
1.56,-3.73,10.62,-0.22,0.05,0.06,1721743319323
0.79,0.13,14.33,-0.06,0.12,-0.13,1721743319333
0.06,6.97,10.03,0.13,0.01,-0.21,1721743319343
-1.3,4.24,3.49,-0.06,0.07,-0.08,1721743319353
-0.7,-5.72,3.97,-0.19,0.13,-0.01,1721743319362
1.17,-6.94,9.94,-0.21,0.21,-0.06,1721743319372
0.04,1.93,11.38,0.06,0.01,-0.08,1721743319382
-0.33,2.13,13.49,-0.09,0.25,-0.2,1721743319392
-3.25,0.94,12.77,0.04,-0.09,-0.28,1721743319402
-2.34,0.1,5.67,0.04,0.1,0.11,1721743319412
1.65,2.48,9.56,-0.09,0.29,0.27,1721743319422
2.16,2.83,14.92,-0.13,0.15,-0.18,1721743319432
-1.5,3.01,11.99,0.03,-0.07,-0.5,1721743319442
-2.41,-8.18,5.82,-0.26,0.04,-0.2,1721743319452
-4.0,0.61,15.88,-0.16,0.28,0.08,1721743319462
0.14,0.86,12.68,-0.05,0.05,0.12,1721743319472
-0.52,2.87,13.34,-0.09,0.14,-0.1,1721743319482
0.41,1.43,10.89,0.11,-0.0,-0.05,1721743319492
1.34,-0.92,10.37,0.01,0.28,-0.12,1721743319502
-1.34,-1.6,10.96,0.19,-0.04,-0.14,1721743319512
-2.77,-0.54,8.23,0.17,0.08,-0.13,1721743319522
-1.0,0.96,20.3,0.14,0.21,-0.05,1721743319532
-1.18,7.89,15.37,0.5,-0.11,0.04,1721743319542
1.89,6.51,4.41,0.42,0.18,0.03,1721743319551
-0.67,-2.45,5.29,0.18,-0.0,-0.09,1721743319561
-2.65,-1.25,12.18,0.26,0.11,-0.14,1721743319571
-2.39,0.37,5.0,0.43,-0.09,0.02,1721743319581
-4.36,-1.74,-1.04,0.29,0.02,0.19,1721743319591
-0.74,-0.57,9.67,0.13,0.31,0.35,1721743319601
1.56,0.53,16.57,0.09,0.04,0.21,1721743319611
2.5,1.91,19.12,0.07,0.07,-0.07,1721743319621
1.23,7.79,14.52,0.27,-0.1,-0.22,1721743319631
0.1,-1.91,8.07,0.0,-0.01,-0.23,1721743319641
-4.58,-3.77,11.15,-0.0,-0.12,-0.18,1721743319651
-4.06,3.55,3.54,0.27,-0.08,0.08,1721743319661
0.04,-5.12,4.42,-0.16,0.18,0.23,1721743319671
0.04,0.85,18.95,0.1,0.13,0.22,1721743319681
3.23,6.32,5.11,0.41,-0.17,0.08,1721743319691
1.88,0.35,-1.55,-0.14,0.01,-0.14,1721743319701
-0.52,-1.63,13.91,-0.2,0.15,-0.17,1721743319711
-0.09,-0.07,13.65,0.02,-0.07,0.01,1721743319721
-0.74,4.0,12.37,-0.05,0.04,0.1,1721743319731
1.0,-3.22,9.26,-0.23,-0.01,0.0,1721743319741
-0.24,-2.05,15.1,-0.16,0.14,-0.17,1721743319751
-0.41,0.24,10.46,0.01,-0.09,-0.03,1721743319761
-2.0,1.53,6.63,-0.07,0.03,0.14,1721743319771
-0.08,4.3,10.88,-0.02,0.16,0.15,1721743319781
1.27,-0.09,6.92,-0.09,-0.11,0.03,1721743319791
-1.25,-3.99,5.57,-0.32,-0.03,-0.21,1721743319801
-2.73,-4.76,18.85,-0.45,0.18,-0.18,1721743319811
-3.88,2.89,21.66,-0.01,-0.13,0.09,1721743319821
-1.61,0.35,2.58,0.0,-0.15,0.22,1721743319831
0.06,-0.09,9.9,-0.3,0.22,0.15,1721743319841
1.41,6.33,18.02,-0.05,-0.04,0.08,1721743319851
1.43,4.53,7.09,-0.01,-0.12,-0.1,1721743319861
-1.07,-0.45,6.45,-0.16,-0.02,-0.24,1721743319871
-2.57,-1.95,12.31,-0.08,0.01,-0.18,1721743319881
-3.34,-0.05,8.54,-0.04,-0.14,0.1,1721743319891
-1.29,1.95,8.25,-0.16,0.12,0.26,1721743319901
0.8,-2.68,17.69,-0.35,0.04,0.17,1721743319911
0.17,1.08,18.64,-0.08,-0.16,-0.06,1721743319921
2.62,4.61,6.86,0.16,-0.07,-0.14,1721743319931
0.17,4.67,4.39,0.1,-0.06,-0.05,1721743319941
-1.32,5.79,9.28,0.14,0.12,-0.04,1721743319951
-0.4,-2.99,7.09,0.07,-0.11,-0.08,1721743319961
-2.72,-4.51,12.45,-0.11,0.01,-0.07,1721743319971
-4.02,-0.45,11.64,0.03,-0.22,0.1,1721743319981
-0.87,-1.89,9.67,-0.05,0.01,0.33,1721743319991
1.74,5.61,14.17,0.13,0.1,0.3,1721743320000
3.62,8.54,8.29,0.25,-0.18,0.11,1721743320010
4.01,0.03,2.57,0.03,-0.0,-0.18,1721743320020
0.19,-6.81,9.34,-0.15,0.01,-0.4,1721743320030
-4.96,-0.4,11.09,0.1,-0.2,-0.16,1721743320040
-1.72,2.48,12.53,0.09,0.16,0.23,1721743320050
1.68,5.0,13.56,0.11,-0.04,0.37,1721743320060
2.5,2.49,8.9,-0.04,-0.05,0.05,1721743320070
2.45,-6.4,13.59,-0.25,0.13,-0.36,1721743320080
-3.61,2.12,17.31,0.04,-0.22,-0.3,1721743320090
-3.05,4.44,5.92,0.2,-0.06,0.16,1721743320100
1.56,0.48,2.74,0.05,0.19,0.39,1721743320110
4.51,0.26,8.5,0.02,0.13,0.05,1721743320120
2.07,-1.43,14.14,-0.09,-0.09,-0.46,1721743320130
-2.18,-4.7,16.85,-0.09,-0.05,-0.52,1721743320140
-5.34,5.22,13.99,0.12,-0.02,-0.09,1721743320150
-1.32,5.32,10.26,0.07,0.14,0.36,1721743320160
1.45,3.88,7.12,0.14,0.02,0.34,1721743320170
5.57,-3.27,1.02,-0.03,0.14,-0.12,1721743320180
1.91,-8.55,14.95,-0.37,0.12,-0.51,1721743320190
-4.54,1.31,21.53,0.13,-0.19,-0.34,1721743320200
-2.55,8.96,7.22,0.26,0.13,0.01,1721743320210
-0.16,2.86,0.94,-0.09,0.06,0.27,1721743320219
1.7,-0.57,9.77,-0.17,0.25,-0.07,1721743320229
2.09,-3.23,12.92,-0.15,0.09,-0.46,1721743320239
-4.63,-2.59,15.38,-0.08,-0.08,-0.44,1721743320248
-5.74,1.61,11.46,0.12,-0.02,-0.02,1721743320258
-0.56,0.64,3.55,-0.05,0.14,0.39,1721743320268
3.29,-1.87,14.35,-0.22,0.28,0.15,1721743320278
2.36,0.97,16.27,0.11,-0.13,-0.27,1721743320288
0.45,-0.91,8.34,-0.06,0.11,-0.43,1721743320298
-4.37,0.4,15.56,-0.08,0.06,-0.26,1721743320308
-3.63,3.56,7.27,0.2,-0.1,0.11,1721743320318
1.72,3.99,0.4,0.03,0.25,0.18,1721743320328
2.82,-1.4,7.88,-0.2,0.11,-0.11,1721743320338
-1.46,-2.65,18.27,-0.11,0.03,-0.36,1721743320348
-2.66,-0.3,17.21,0.05,0.05,-0.35,1721743320358
-2.54,3.75,10.08,0.11,-0.06,0.06,1721743320368
1.07,4.48,5.65,0.02,0.1,0.28,1721743320377
5.18,3.73,10.93,-0.02,0.17,0.06,1721743320387
3.99,-0.89,13.08,0.04,-0.01,-0.54,1721743320397
-2.15,-3.48,8.45,0.13,-0.15,-0.63,1721743320407
-4.82,-4.28,7.29,0.01,0.22,-0.26,1721743320417
-4.53,3.04,13.5,0.13,0.07,0.25,1721743320427
1.04,3.84,9.07,0.23,0.11,0.28,1721743320437
3.91,1.81,9.68,0.19,0.12,0.03,1721743320446
2.15,3.65,10.73,0.23,0.01,-0.32,1721743320456
-0.13,2.95,10.13,0.09,0.09,-0.39,1721743320466
-1.99,0.2,11.42,0.01,0.05,-0.22,1721743320476
-2.72,-0.59,5.98,0.16,0.02,-0.04,1721743320486
-0.96,-1.92,7.54,-0.01,0.26,-0.08,1721743320501
-1.07,-0.48,10.46,0.06,0.09,-0.06,1721743320506
0.24,-1.46,11.9,0.03,0.2,-0.12,1721743320516
-2.43,6.3,14.67,0.13,0.01,-0.15,1721743320526
-1.61,2.86,9.55,0.03,0.05,-0.03,1721743320536
0.03,-0.52,10.27,-0.06,0.11,0.02,1721743320546
1.47,1.88,9.14,0.07,0.1,-0.05,1721743320556
0.65,0.12,8.17,-0.11,0.12,-0.27,1721743320566
-3.9,-0.07,14.04,-0.13,0.01,-0.3,1721743320576
-4.38,-0.21,14.85,-0.01,0.11,-0.09,1721743320586
-1.98,0.38,4.04,0.1,-0.08,0.23,1721743320596
1.68,0.02,2.9,-0.15,0.29,0.19,1721743320606
1.93,2.65,12.22,-0.11,0.07,-0.05,1721743320616
-0.15,0.75,8.01,0.04,-0.04,-0.22,1721743320626
-1.59,-5.24,4.38,-0.21,0.02,-0.09,1721743320636
-2.26,-5.16,17.13,-0.33,0.23,0.11,1721743320646
0.06,-1.51,22.84,-0.13,0.03,0.14,1721743320656
1.5,4.14,14.71,0.05,-0.07,-0.04,1721743320666
2.24,2.62,6.11,0.02,0.1,-0.2,1721743320676
-0.82,-5.46,6.45,-0.13,-0.04,-0.19,1721743320686
-5.2,3.3,8.46,0.02,-0.01,-0.1,1721743320696
-1.31,5.66,8.05,-0.03,0.23,0.0,1721743320706
-1.62,-6.35,9.22,-0.24,-0.16,0.18,1721743320716
-2.82,-2.61,12.5,-0.2,0.12,0.24,1721743320726
3.21,1.32,14.63,-0.16,0.25,0.09,1721743320736
1.08,2.59,17.13,-0.17,-0.22,0.05,1721743320746
0.33,2.06,15.06,-0.06,-0.02,-0.07,1721743320756
0.53,0.8,11.19,0.02,-0.01,-0.18,1721743320766
-2.29,3.51,10.44,0.08,-0.06,-0.16,1721743320776
-3.35,4.96,7.89,0.11,-0.05,0.06,1721743320786
-1.83,1.39,10.46,0.07,0.1,0.13,1721743320796
0.09,-0.18,11.34,0.12,-0.04,0.15,1721743320806
0.03,3.12,9.52,0.16,-0.07,0.11,1721743320816
1.35,0.8,12.99,0.06,0.06,0.07,1721743320826
0.37,2.14,11.25,0.21,-0.18,0.05,1721743320836
0.9,6.11,8.55,0.23,0.07,0.01,1721743320846
1.56,2.07,7.13,0.19,-0.06,0.05,1721743320856
1.52,-4.75,6.19,0.05,0.04,-0.03,1721743320866
0.36,1.38,10.84,0.2,0.06,-0.12,1721743320876
-0.12,1.42,6.12,0.1,-0.09,-0.05,1721743320886
-0.42,1.88,15.94,-0.02,0.28,-0.07,1721743320896
-0.65,2.81,14.24,0.25,-0.17,-0.05,1721743320906
-0.11,-1.47,4.14,0.01,0.02,-0.09,1721743320916
-1.58,-2.84,9.73,-0.15,0.09,-0.08,1721743320926
-2.45,0.08,15.84,0.04,0.02,0.04,1721743320936
-1.9,1.59,5.73,0.2,-0.16,0.16,1721743320946
0.28,-1.66,3.44,-0.07,0.13,0.06,1721743320956
-0.25,0.35,13.21,-0.1,0.02,-0.05,1721743320966
-1.09,0.5,14.34,-0.02,-0.06,-0.02,1721743320976
-0.7,0.62,11.77,-0.03,0.06,-0.03,1721743320986
-0.12,-0.12,8.91,-0.09,-0.05,0.04,1721743320996
-0.23,0.59,9.66,-0.13,0.06,0.03,1721743321006
0.87,-1.47,7.81,-0.15,0.01,-0.12,1721743321016
-1.58,-2.64,10.51,-0.24,-0.09,-0.12,1721743321026
-1.66,-4.03,16.89,-0.14,0.06,-0.04,1721743321036
0.16,2.15,13.47,0.11,-0.11,-0.04,1721743321046
1.3,4.74,3.91,0.09,-0.05,-0.01,1721743321056
0.67,3.88,9.22,-0.11,0.2,-0.15,1721743321066
-2.13,2.04,11.74,-0.05,-0.07,-0.37,1721743321076
-5.29,-4.41,4.85,-0.07,-0.15,-0.21,1721743321086
-4.07,-4.31,9.21,-0.13,0.11,0.17,1721743321096
-0.08,1.49,15.82,-0.03,0.11,0.31,1721743321106
2.72,2.63,10.59,0.1,-0.13,0.35,1721743321116
4.61,9.44,10.01,0.1,0.3,0.03,1721743321125
3.01,-0.03,7.08,-0.08,-0.24,-0.22,1721743321135
-1.48,-4.68,10.21,-0.19,0.12,-0.37,1721743321145
-2.75,1.43,13.1,0.05,-0.01,-0.18,1721743321155
-4.01,3.87,5.71,0.12,-0.11,0.17,1721743321165
0.77,-2.36,11.0,-0.09,0.25,0.27,1721743321175
1.82,0.52,16.52,0.03,-0.06,0.1,1721743321185
1.65,8.41,10.74,0.13,0.08,-0.19,1721743321195
-0.43,-1.14,9.74,-0.18,-0.05,-0.21,1721743321205
-4.72,1.23,11.65,0.05,-0.03,-0.14,1721743321215
0.41,5.57,4.46,0.32,0.1,0.03,1721743321225
1.22,-2.5,2.4,0.06,-0.11,0.22,1721743321235
1.79,-4.47,13.56,-0.05,0.28,-0.1,1721743321245
0.14,-1.22,14.82,0.18,-0.14,-0.3,1721743321255
-2.35,2.33,12.78,0.07,0.08,-0.14,1721743321265
-1.92,2.24,9.3,0.11,-0.04,0.1,1721743321275
0.35,2.47,5.76,0.07,0.17,0.04,1721743321285
1.85,-3.33,8.73,-0.04,0.09,-0.08,1721743321294
-0.64,0.07,14.54,0.01,0.07,-0.31,1721743321304
-1.03,-2.37,14.51,0.03,0.01,-0.27,1721743321314
-2.46,0.28,9.7,0.12,-0.05,0.08,1721743321324
1.86,-0.63,9.03,0.09,0.3,0.1,1721743321334
1.09,0.96,11.99,0.08,0.01,-0.1,1721743321344
-1.51,7.82,9.25,0.26,0.07,-0.24,1721743321354
0.4,0.04,8.91,0.01,0.23,-0.21,1721743321364
-3.33,-2.76,12.9,-0.08,-0.04,-0.07,1721743321374
-0.96,-4.76,13.13,-0.01,0.23,-0.04,1721743321384
0.25,1.76,11.34,0.12,0.06,0.08,1721743321394
1.43,4.2,10.91,0.07,0.14,0.12,1721743321404
0.54,2.24,14.09,0.08,0.11,-0.22,1721743321414
-2.08,-0.29,9.18,0.19,-0.11,-0.33,1721743321424
-1.75,-0.06,7.63,0.02,0.26,-0.06,1721743321434
-2.13,6.68,9.45,0.13,0.09,0.12,1721743321443
1.06,0.97,5.23,0.08,0.18,-0.09,1721743321453
-1.5,-4.32,5.92,0.0,0.02,-0.17,1721743321463
-3.4,-0.52,8.83,0.05,0.15,-0.01,1721743321473
-0.91,-0.1,11.04,-0.08,0.13,0.15,1721743321482
-0.38,2.91,19.75,-0.09,0.16,0.18,1721743321492
1.76,6.06,11.76,0.18,-0.1,0.11,1721743321502
3.86,2.94,5.1,-0.02,0.16,-0.09,1721743321512
1.5,-2.34,3.92,-0.21,-0.08,-0.24,1721743321522
-2.08,-5.36,9.68,-0.3,0.16,-0.39,1721743321532
-3.09,-4.43,16.67,-0.16,0.11,-0.22,1721743321542
-5.51,-0.62,11.24,-0.02,-0.19,0.09,1721743321552
-1.22,4.99,9.17,-0.05,0.28,0.21,1721743321562
3.76,3.16,8.26,-0.12,0.08,0.18,1721743321572
2.69,-0.34,11.59,-0.26,0.05,-0.06,1721743321582
1.29,3.24,17.99,-0.08,0.1,-0.3,1721743321592
-1.74,-0.53,8.46,-0.06,-0.13,-0.17,1721743321602
-3.8,-2.04,1.71,-0.18,0.06,0.08,1721743321612
-0.16,-1.47,10.41,-0.27,0.2,0.2,1721743321622
0.93,0.35,13.49,-0.12,-0.06,0.16,1721743321632
1.85,3.24,8.96,0.07,0.17,-0.19,1721743321642
-0.76,-1.02,5.58,-0.07,-0.14,-0.12,1721743321652
-2.74,-1.9,11.24,-0.17,0.16,0.16,1721743321662
2.19,3.03,16.55,-0.09,0.2,0.21,1721743321671
1.54,4.18,14.44,-0.12,-0.09,0.0,1721743321681
-0.63,-1.49,7.49,-0.09,-0.05,-0.27,1721743321691
-0.93,-5.47,11.88,-0.22,0.15,-0.2,1721743321701
-2.01,8.66,16.99,0.05,0.01,-0.05,1721743321711
-1.03,4.72,5.47,0.18,-0.08,0.02,1721743321720
0.0,-3.3,6.68,-0.05,0.2,0.03,1721743321730
-0.99,3.67,13.64,0.13,0.07,0.09,1721743321740
0.37,1.93,5.56,0.19,-0.0,-0.02,1721743321750
-0.07,0.34,8.58,-0.0,0.16,-0.12,1721743321760
-0.84,0.4,15.98,0.05,0.05,-0.1,1721743321770
-1.5,1.08,14.72,0.09,0.05,-0.02,1721743321780
-1.11,-0.11,11.77,0.11,0.0,0.1,1721743321790
1.87,1.18,10.66,0.16,0.13,0.09,1721743321800
1.32,2.56,7.1,0.32,-0.04,-0.16,1721743321810
-2.39,5.54,5.12,0.41,-0.04,-0.25,1721743321820
-3.5,1.46,4.63,0.3,0.09,-0.16,1721743321830
-3.35,-6.4,7.24,0.09,0.04,0.11,1721743321840
-0.41,-1.28,11.7,0.17,0.23,0.23,1721743321850
1.85,-0.44,12.56,0.02,0.08,0.1,1721743321860
-0.57,5.84,19.07,0.05,0.05,-0.03,1721743321870
0.56,0.97,7.83,0.26,-0.2,-0.01,1721743321879
0.51,-6.35,0.98,-0.01,0.14,-0.06,1721743321889
-0.66,0.46,17.08,-0.05,0.23,-0.21,1721743321899
-3.56,9.08,12.81,0.32,-0.16,-0.17,1721743321909
-3.26,0.58,3.94,-0.03,0.03,-0.1,1721743321919
-3.32,-5.64,11.89,-0.21,0.01,0.15,1721743321929
-0.57,-3.81,10.68,0.01,-0.0,0.28,1721743321939
2.71,-1.09,8.92,-0.14,0.1,0.15,1721743321948
-0.17,4.77,14.3,-0.04,-0.08,-0.13,1721743321958
-1.14,1.22,10.14,0.03,-0.05,-0.15,1721743321968
-1.61,-1.58,8.35,0.01,-0.03,0.08,1721743321978
0.31,0.13,7.19,0.04,0.04,0.23,1721743321988
1.54,4.86,8.13,-0.0,0.03,0.14,1721743321998
1.92,3.03,11.39,-0.03,-0.02,-0.03,1721743322008
0.85,-1.04,13.43,-0.01,0.0,-0.12,1721743322018
-1.28,1.2,7.05,0.08,-0.14,0.01,1721743322028
0.45,-3.11,6.57,-0.29,0.18,0.01,1721743322038
-1.36,-0.01,18.62,-0.17,0.0,0.09,1721743322048
1.85,0.56,13.69,0.15,0.06,0.11,1721743322058
1.53,0.9,2.29,0.13,-0.12,0.05,1721743322068
0.08,3.46,8.13,-0.11,0.23,-0.09,1721743322078
-0.7,4.59,18.25,-0.11,0.05,-0.16,1721743322088
-3.57,-0.54,14.18,-0.11,-0.19,-0.16,1721743322098
-3.51,-3.04,12.36,-0.18,0.06,0.02,1721743322108
-1.99,0.29,13.35,-0.11,0.01,0.23,1721743322117
-0.27,3.36,7.63,-0.01,-0.02,0.19,1721743322127
0.53,2.65,8.89,-0.1,0.11,-0.01,1721743322137
-2.04,0.22,10.21,0.0,-0.2,-0.03,1721743322146
0.04,-2.51,9.61,-0.01,0.06,0.05,1721743322156
-0.26,1.84,10.27,0.09,-0.13,0.14,1721743322166
0.59,2.1,8.34,-0.01,0.01,-0.03,1721743322176
