AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
-0.57,2.6,13.08,0.73,0.02,-0.17,1723211830190,cobblestone
-0.63,0.75,4.67,0.7,0.0,-0.05,1723211830199,cobblestone
-0.33,-2.21,3.37,0.19,0.2,-0.08,1723211830208,cobblestone
-1.43,2.08,8.76,-0.64,0.3,-0.11,1723211830217,cobblestone
-2.23,3.36,17.69,-0.46,0.27,-0.13,1723211830226,cobblestone
-3.33,0.35,19.52,0.23,0.19,-0.06,1723211830235,cobblestone
-2.79,2.85,10.54,0.84,-0.09,0.12,1723211830244,cobblestone
-0.75,2.16,3.61,0.47,0.05,0.16,1723211830253,cobblestone
-1.23,-0.35,3.09,-0.11,0.21,-0.01,1723211830262,cobblestone
-1.1,0.05,9.75,-0.47,0.01,-0.17,1723211830271,cobblestone
-3.14,0.66,16.24,-0.31,0.18,0.0,1723211830280,cobblestone
-2.78,-1.23,12.98,0.36,-0.09,0.19,1723211830289,cobblestone
1.22,-0.19,6.69,0.43,0.13,0.22,1723211830298,cobblestone
0.12,2.74,3.97,0.07,0.18,0.02,1723211830307,cobblestone
-1.22,1.51,7.31,-0.2,-0.02,-0.26,1723211830316,cobblestone
-2.12,1.02,9.92,-0.19,0.08,-0.17,1723211830325,cobblestone
-3.55,1.89,9.96,0.13,-0.12,0.11,1723211830334,cobblestone
-1.95,0.91,4.51,0.15,-0.05,0.29,1723211830343,cobblestone
0.33,-1.09,4.62,-0.3,-0.02,0.4,1723211830352,cobblestone
1.73,-3.04,8.15,-0.71,0.14,0.27,1723211830361,cobblestone
2.55,-3.18,14.02,-0.68,0.17,0.21,1723211830370,cobblestone
2.08,-3.32,16.67,-0.28,0.04,0.07,1723211830379,cobblestone
1.64,-0.96,11.2,0.41,-0.1,-0.06,1723211830388,cobblestone
0.73,-3.59,5.44,0.13,-0.11,-0.07,1723211830397,cobblestone
0.31,-0.87,7.27,-0.5,0.17,-0.13,1723211830406,cobblestone
-1.63,-8.67,14.02,-0.71,0.08,-0.06,1723211830415,cobblestone
-2.91,3.05,18.9,-0.43,0.26,-0.07,1723211830424,cobblestone
-3.83,-2.14,15.11,0.52,-0.31,0.02,1723211830433,cobblestone
-1.67,-4.92,9.96,0.04,0.09,0.11,1723211830442,cobblestone
-1.72,-0.59,11.1,-0.39,0.09,0.21,1723211830451,cobblestone
-1.56,1.55,14.09,-0.15,0.05,0.18,1723211830460,cobblestone
-0.66,1.47,10.86,0.2,-0.06,0.15,1723211830469,cobblestone
0.72,1.69,6.74,0.05,-0.03,0.11,1723211830478,cobblestone
0.35,-0.63,8.67,-0.53,0.03,0.03,1723211830487,cobblestone
0.25,-4.12,15.05,-0.62,-0.01,-0.0,1723211830496,cobblestone
-1.32,-0.35,17.57,-0.09,-0.07,-0.01,1723211830505,cobblestone
-1.9,-5.51,12.23,0.38,-0.2,0.12,1723211830514,cobblestone
-1.16,-2.35,9.54,-0.15,0.08,0.02,1723211830523,cobblestone
-1.64,0.38,12.47,-0.37,0.08,0.14,1723211830532,cobblestone
0.13,3.43,15.77,0.06,-0.1,0.15,1723211830541,cobblestone
0.1,3.31,14.24,0.63,-0.13,0.19,1723211830550,cobblestone
0.49,0.57,5.52,0.85,-0.23,0.07,1723211830559,cobblestone
-0.22,2.62,2.43,0.25,0.01,0.01,1723211830568,cobblestone
1.37,3.57,7.85,-0.37,-0.03,0.08,1723211830577,cobblestone
-0.5,2.55,12.35,0.05,-0.11,0.07,1723211830586,cobblestone
-0.26,-0.85,10.3,0.35,-0.1,0.25,1723211830595,cobblestone
2.75,0.07,9.2,0.3,-0.13,0.29,1723211830604,cobblestone
2.79,1.72,7.18,0.02,-0.09,0.23,1723211830613,cobblestone
2.78,-0.42,9.01,-0.02,-0.05,0.01,1723211830622,cobblestone
1.21,-2.43,9.5,0.23,-0.07,-0.1,1723211830631,cobblestone
0.64,-2.6,7.0,0.36,-0.25,-0.13,1723211830640,cobblestone
-1.24,-1.54,6.16,0.0,0.02,-0.07,1723211830649,cobblestone
-0.83,-0.89,10.86,-0.47,0.04,0.07,1723211830658,cobblestone
0.4,0.86,18.99,-0.42,0.14,0.19,1723211830667,cobblestone
0.91,-2.1,20.23,0.19,0.04,0.24,1723211830676,cobblestone
2.43,-0.21,12.68,0.85,-0.1,0.14,1723211830685,cobblestone
3.09,-0.89,4.07,0.69,0.06,0.07,1723211830694,cobblestone
0.53,1.43,1.79,0.57,0.11,-0.02,1723211830703,cobblestone
4.59,-2.47,1.93,0.01,0.05,-0.28,1723211830712,cobblestone
0.11,0.66,0.51,-0.54,0.13,-0.14,1723211830721,cobblestone
1.36,-0.82,12.65,-0.66,0.14,-0.13,1723211830730,cobblestone
0.43,-2.34,12.98,-0.35,0.18,-0.08,1723211830739,cobblestone
-0.55,-1.32,17.49,0.53,-0.01,-0.02,1723211830748,cobblestone
0.09,-1.12,11.09,0.69,0.0,0.11,1723211830757,cobblestone
0.84,0.88,6.57,0.56,0.16,0.06,1723211830766,cobblestone
1.31,-1.07,3.82,0.4,0.07,-0.01,1723211830775,cobblestone
0.63,-3.41,3.19,-0.12,0.17,-0.19,1723211830784,cobblestone
2.14,-1.79,10.09,-0.76,0.18,-0.31,1723211830793,cobblestone
-1.77,-0.6,19.67,-0.68,0.27,-0.25,1723211830802,cobblestone
-2.09,3.26,20.4,0.43,0.18,-0.09,1723211830811,cobblestone
-0.53,1.24,7.7,1.16,-0.19,0.22,1723211830820,cobblestone
2.85,0.17,2.47,0.48,0.27,0.3,1723211830829,cobblestone
0.87,-3.27,2.2,-0.35,0.31,0.03,1723211830838,cobblestone
1.68,0.66,9.12,-0.88,0.09,-0.33,1723211830847,cobblestone
-2.32,0.79,19.57,-0.75,0.46,-0.44,1723211830856,cobblestone
1.34,4.39,20.77,0.11,-0.09,-0.26,1723211830865,cobblestone
-4.7,0.8,10.89,1.01,-0.17,0.08,1723211830874,cobblestone
1.11,-0.65,4.02,0.48,0.08,0.13,1723211830883,cobblestone
-0.3,-0.89,1.41,-0.16,0.34,0.06,1723211830892,cobblestone
0.99,-2.72,5.7,-0.61,0.07,-0.03,1723211830901,cobblestone
1.13,-1.29,9.62,-0.87,0.21,-0.07,1723211830910,cobblestone
1.67,1.77,16.73,-0.18,0.24,-0.03,1723211830919,cobblestone
0.16,-1.1,13.69,0.62,0.05,-0.09,1723211830928,cobblestone
-0.17,3.03,6.72,0.42,0.0,-0.05,1723211830937,cobblestone
0.42,-1.65,5.51,0.13,0.14,-0.09,1723211830946,cobblestone
0.44,-1.81,9.54,-0.49,0.25,-0.1,1723211830955,cobblestone
-0.31,1.86,12.95,-0.18,0.21,-0.25,1723211830964,cobblestone
-0.3,-4.33,12.67,0.11,-0.02,-0.23,1723211830973,cobblestone
-1.33,1.31,8.83,0.1,0.13,-0.26,1723211830982,cobblestone
-0.98,-3.79,8.08,-0.1,-0.05,-0.06,1723211830991,cobblestone
-2.04,-2.42,10.17,-0.11,0.24,-0.07,1723211831000,cobblestone
-2.26,-3.78,11.82,0.09,-0.07,0.05,1723211831009,cobblestone
-1.37,3.8,11.49,-0.23,0.25,-0.04,1723211831018,cobblestone
-0.96,1.05,13.8,-0.17,-0.05,0.13,1723211831027,cobblestone
0.29,-4.59,14.36,-0.09,0.11,0.21,1723211831036,cobblestone
1.18,-7.58,9.85,0.34,-0.07,0.12,1723211831045,cobblestone
0.85,-3.24,5.87,0.31,0.13,-0.02,1723211831054,cobblestone
-1.06,-0.58,5.32,-0.04,0.13,-0.13,1723211831064,cobblestone
-2.23,1.9,8.21,0.06,0.11,-0.21,1723211831073,cobblestone
-3.46,0.75,10.57,0.29,0.04,0.02,1723211831082,cobblestone
-2.24,7.25,8.42,0.51,0.15,0.36,1723211831091,cobblestone
-0.6,0.96,5.41,-0.02,-0.04,0.15,1723211831100,cobblestone
-0.38,-2.02,14.91,-0.96,0.23,0.12,1723211831109,cobblestone
-1.9,-3.48,21.98,-0.5,0.13,0.17,1723211831118,cobblestone
-0.91,-1.47,18.5,0.64,-0.14,0.04,1723211831127,cobblestone
-0.51,0.67,5.18,1.1,-0.44,0.13,1723211831136,cobblestone
0.9,-3.1,-1.71,0.62,0.06,0.07,1723211831145,cobblestone
0.84,-2.02,1.53,0.03,0.01,0.23,1723211831154,cobblestone
2.07,-1.7,4.92,-0.79,0.05,-0.08,1723211831163,cobblestone
-1.13,9.65,14.77,-1.2,0.19,-0.4,1723211831172,cobblestone
-6.62,-3.1,28.68,-0.14,-0.25,-0.33,1723211831181,cobblestone
-2.58,0.61,20.27,1.0,-0.32,0.22,1723211831190,cobblestone
-5.13,-0.2,5.72,0.83,-0.26,0.61,1723211831199,cobblestone
3.33,-0.53,9.25,-0.19,0.12,0.48,1723211831208,cobblestone
4.05,0.16,10.57,-0.28,0.12,0.57,1723211831217,cobblestone
4.47,-1.93,13.56,0.48,-0.3,0.36,1723211831226,cobblestone
3.39,6.57,2.73,0.92,-0.26,0.07,1723211831235,cobblestone
2.66,2.09,0.72,1.03,-0.28,-0.18,1723211831244,cobblestone
0.98,-5.32,-0.28,0.7,-0.02,-0.45,1723211831253,cobblestone
-4.43,-2.71,3.6,-0.22,-0.26,-0.22,1723211831262,cobblestone
-4.08,3.98,2.58,-0.85,-0.25,-0.26,1723211831271,cobblestone
-4.64,-3.94,13.36,-1.32,-0.1,0.11,1723211831280,cobblestone
-4.79,-0.09,26.35,-0.9,0.32,0.69,1723211831289,cobblestone
3.41,-3.36,24.19,-0.13,-0.11,0.66,1723211831298,cobblestone
2.77,0.41,20.04,0.94,-0.34,0.32,1723211831307,cobblestone
8.49,10.66,7.95,1.0,-0.12,0.09,1723211831316,cobblestone
1.98,-4.54,1.59,0.6,-0.19,-0.25,1723211831325,cobblestone
1.68,-3.72,1.69,-0.07,-0.19,-0.24,1723211831334,cobblestone
-0.52,-5.39,3.37,-0.6,-0.15,-0.26,1723211831343,cobblestone
