AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
41.88,78.45,-1.17,-3.94,0.06,0.18,1723385397117,cobblestone
4.58,26.22,49.46,0.06,-0.02,0.35,1723385397126,cobblestone
3.34,-11.87,33.04,1.32,-0.09,-0.2,1723385397135,cobblestone
4.17,-5.16,4.48,2.66,-1.15,-0.42,1723385397144,cobblestone
-1.55,-32.86,2.11,2.31,-0.22,-0.58,1723385397153,cobblestone
-7.76,13.46,-8.3,1.96,0.73,0.37,1723385397162,cobblestone
-5.63,-14.8,-10.95,1.67,-0.64,0.4,1723385397171,cobblestone
2.9,38.15,-17.85,-2.87,0.32,0.73,1723385397180,cobblestone
-0.37,6.16,2.42,-3.94,-0.3,0.76,1723385397189,cobblestone
3.33,-12.91,14.3,-3.13,0.18,0.19,1723385397198,cobblestone
2.37,-13.56,31.89,-0.66,0.04,-0.03,1723385397207,cobblestone
4.95,0.47,26.43,0.7,-0.36,-0.24,1723385397216,cobblestone
-3.31,-7.96,41.32,1.18,-0.94,-0.43,1723385397225,cobblestone
-2.0,2.66,7.76,0.59,-0.0,-0.24,1723385397234,cobblestone
-0.31,10.77,5.13,0.27,-0.74,0.02,1723385397243,cobblestone
-2.4,-8.4,12.93,-1.64,0.07,-0.12,1723385397252,cobblestone
-1.66,7.67,21.37,-0.83,-0.11,0.09,1723385397261,cobblestone
-1.87,-29.37,7.38,0.91,-0.19,0.03,1723385397270,cobblestone
-0.24,-5.65,3.86,1.54,-1.02,-0.06,1723385397279,cobblestone
-1.3,-2.31,2.84,0.09,-0.07,-0.04,1723385397288,cobblestone
14.62,61.17,4.5,-0.66,0.36,0.4,1723385397297,cobblestone
0.23,-6.06,12.39,0.28,-0.29,0.48,1723385397306,cobblestone
6.05,0.35,11.72,-0.31,0.06,0.18,1723385397315,cobblestone
3.92,-10.37,15.01,-0.22,-0.44,0.03,1723385397329,cobblestone
4.71,-11.84,18.44,-0.04,-0.62,-0.13,1723385397333,cobblestone
2.1,0.97,14.48,0.47,-0.06,-0.37,1723385397342,cobblestone
-0.32,-2.57,9.3,1.11,-0.39,-0.57,1723385397351,cobblestone
-2.95,0.87,7.15,0.57,0.16,-0.5,1723385397360,cobblestone
-2.13,16.97,4.17,0.7,-0.37,-0.11,1723385397369,cobblestone
-0.53,18.29,10.84,-0.22,-0.08,0.21,1723385397378,cobblestone
0.51,5.13,12.87,-0.28,-0.16,0.52,1723385397387,cobblestone
