AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
-0.65,5.31,8.3,0.25,0.18,0.05,1723211347203,cobblestone
-1.25,-0.97,6.41,0.27,0.05,0.04,1723211347212,cobblestone
-1.35,3.19,9.75,0.3,0.04,0.06,1723211347221,cobblestone
-2.36,3.42,7.53,0.09,0.01,0.21,1723211347230,cobblestone
2.65,1.83,8.72,-0.0,0.06,0.26,1723211347239,cobblestone
2.57,0.11,7.02,-0.08,0.16,0.11,1723211347248,cobblestone
2.59,0.84,8.76,-0.18,0.0,-0.02,1723211347257,cobblestone
0.9,-3.5,8.78,-0.15,0.1,-0.31,1723211347266,cobblestone
-0.61,1.22,7.66,-0.24,-0.1,-0.2,1723211347275,cobblestone
-2.39,-2.17,10.87,-0.41,-0.01,-0.1,1723211347285,cobblestone
-1.55,-5.24,14.43,-0.22,0.04,0.18,1723211347294,cobblestone
-0.44,-3.41,10.97,0.14,0.08,0.27,1723211347303,cobblestone
1.27,-0.72,7.7,-0.03,0.07,0.23,1723211347312,cobblestone
1.02,1.48,9.0,-0.36,0.11,0.1,1723211347321,cobblestone
0.68,0.17,14.75,-0.42,0.1,-0.0,1723211347330,cobblestone
-0.09,-0.17,15.16,0.01,0.11,0.02,1723211347339,cobblestone
0.89,-1.37,7.44,0.58,-0.12,0.19,1723211347348,cobblestone
1.66,-3.45,3.56,0.15,0.19,0.05,1723211347357,cobblestone
1.06,-0.27,3.32,-0.39,0.08,-0.02,1723211347366,cobblestone
0.24,-2.34,8.98,-0.76,0.11,-0.16,1723211347375,cobblestone
-1.11,0.2,15.69,-0.6,0.27,-0.19,1723211347384,cobblestone
-1.17,1.95,16.35,0.33,-0.04,-0.01,1723211347394,cobblestone
-0.32,2.48,8.2,0.44,-0.02,0.05,1723211347403,cobblestone
-0.62,-3.77,5.47,-0.15,0.19,-0.04,1723211347412,cobblestone
-0.29,-2.76,12.94,-0.97,0.28,-0.21,1723211347421,cobblestone
-1.78,2.25,22.83,-0.65,0.25,-0.13,1723211347430,cobblestone
-2.68,4.32,24.4,0.54,0.01,-0.05,1723211347439,cobblestone
-2.55,8.35,10.79,1.01,-0.06,0.21,1723211347448,cobblestone
0.51,1.41,4.74,0.26,-0.0,0.18,1723211347457,cobblestone
-0.27,-3.9,5.34,-0.4,0.3,0.14,1723211347466,cobblestone
0.54,-5.36,8.99,-0.71,0.24,-0.06,1723211347475,cobblestone
1.0,3.01,16.65,-0.3,0.27,-0.2,1723211347484,cobblestone
-0.27,-0.45,14.44,0.46,-0.09,-0.18,1723211347493,cobblestone
-0.27,-0.08,9.46,0.57,-0.08,-0.13,1723211347502,cobblestone
-0.24,0.31,7.4,0.28,-0.0,-0.02,1723211347511,cobblestone
-0.46,1.59,8.17,0.27,0.19,0.04,1723211347520,cobblestone
-0.58,0.58,11.16,0.17,0.14,0.08,1723211347529,cobblestone
0.42,5.83,12.59,0.37,0.14,0.15,1723211347538,cobblestone
1.04,-0.56,9.01,0.52,-0.01,0.1,1723211347547,cobblestone
1.44,-3.35,5.88,0.49,0.14,-0.01,1723211347556,cobblestone
0.89,-6.22,5.91,0.36,0.04,-0.13,1723211347565,cobblestone
0.63,3.89,8.65,0.09,0.32,-0.16,1723211347574,cobblestone
-1.53,3.7,10.95,0.29,-0.03,-0.08,1723211347583,cobblestone
-1.45,-0.34,13.97,0.25,0.21,0.05,1723211347592,cobblestone
-1.56,2.44,11.54,0.28,0.16,0.2,1723211347601,cobblestone
0.76,2.15,8.36,0.33,0.02,0.21,1723211347610,cobblestone
1.42,-3.32,4.6,0.14,0.12,0.06,1723211347619,cobblestone
0.92,-2.73,4.51,0.03,0.1,0.03,1723211347628,cobblestone
-0.21,-3.51,6.82,-0.27,0.18,-0.14,1723211347637,cobblestone
-2.06,-8.12,12.46,-0.63,0.18,-0.22,1723211347646,cobblestone
-2.4,-0.85,22.11,-0.5,0.3,-0.13,1723211347655,cobblestone
-3.9,-1.87,22.07,0.48,-0.03,0.05,1723211347664,cobblestone
-2.3,3.03,11.24,0.98,-0.02,0.3,1723211347673,cobblestone
0.33,3.35,0.95,0.79,0.02,0.33,1723211347682,cobblestone
1.71,-1.93,4.61,0.08,0.2,0.16,1723211347691,cobblestone
1.49,2.63,3.95,-0.41,0.05,0.15,1723211347700,cobblestone
0.69,3.93,6.26,-0.22,0.19,-0.11,1723211347709,cobblestone
-1.17,-1.57,5.78,0.1,-0.09,-0.27,1723211347718,cobblestone
0.37,-0.61,2.52,-0.0,-0.15,-0.5,1723211347727,cobblestone
-2.1,-6.08,7.91,-0.79,0.05,-0.32,1723211347736,cobblestone
-4.26,-6.29,16.73,-0.85,0.13,-0.03,1723211347745,cobblestone
-4.49,0.48,18.39,-0.1,0.18,0.31,1723211347754,cobblestone
-2.16,1.75,8.55,0.83,-0.22,0.51,1723211347763,cobblestone
2.31,2.19,2.59,0.27,0.32,0.37,1723211347773,cobblestone
-0.11,0.85,1.48,-0.11,0.03,0.22,1723211347782,cobblestone
1.56,-6.04,6.44,-0.83,-0.17,0.21,1723211347791,cobblestone
2.45,0.29,13.95,-1.62,0.3,0.11,1723211347800,cobblestone
1.76,-8.18,29.55,-1.2,0.36,0.11,1723211347809,cobblestone
4.74,4.67,30.94,0.8,-0.44,0.05,1723211347818,cobblestone
-0.85,6.42,9.57,1.34,-0.08,-0.13,1723211347827,cobblestone
