AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
-2.04,-2.29,16.82,0.65,-0.01,-0.11,1723212116191,cobblestone
-0.8,3.74,5.75,0.71,-0.01,0.15,1723212116201,cobblestone
1.61,-0.4,3.9,0.24,0.12,-0.04,1723212116210,cobblestone
1.49,3.48,8.53,-0.73,0.21,-0.21,1723212116219,cobblestone
0.91,0.68,18.28,-0.87,0.19,-0.39,1723212116228,cobblestone
0.01,0.48,23.84,0.03,0.06,-0.44,1723212116237,cobblestone
-1.3,2.71,15.32,0.99,-0.07,-0.36,1723212116246,cobblestone
-1.41,4.24,3.53,0.89,-0.16,-0.28,1723212116255,cobblestone
0.2,-1.66,3.04,0.35,0.08,-0.44,1723212116264,cobblestone
-1.18,2.5,3.31,-0.56,0.13,-0.36,1723212116273,cobblestone
-1.0,-3.36,10.45,-0.72,0.07,-0.38,1723212116282,cobblestone
-3.35,-3.44,15.15,-0.3,0.23,-0.37,1723212116291,cobblestone
-4.6,1.05,13.38,0.45,-0.07,-0.21,1723212116300,cobblestone
-2.5,-0.28,6.56,0.53,0.04,-0.05,1723212116309,cobblestone
-1.58,-4.01,4.71,0.03,0.11,0.02,1723212116318,cobblestone
-0.11,-0.47,10.09,-0.44,0.12,-0.02,1723212116327,cobblestone
-0.23,1.21,15.71,-0.29,0.14,-0.08,1723212116336,cobblestone
-0.17,1.59,15.69,0.27,-0.05,-0.12,1723212116345,cobblestone
0.04,1.05,7.5,0.66,-0.14,-0.11,1723212116354,cobblestone
-0.06,-3.47,1.47,0.53,-0.07,-0.17,1723212116363,cobblestone
-0.17,-2.22,2.23,0.01,0.03,-0.21,1723212116372,cobblestone
-0.66,-5.33,4.72,-0.53,-0.06,-0.18,1723212116381,cobblestone
-1.1,1.86,11.15,-0.65,0.17,-0.2,1723212116390,cobblestone
-3.22,-4.92,15.19,-0.01,-0.01,-0.11,1723212116399,cobblestone
-1.03,2.95,12.62,0.3,0.0,-0.07,1723212116408,cobblestone
-1.07,-2.28,8.88,0.12,-0.07,-0.06,1723212116417,cobblestone
0.5,-2.24,14.08,-0.32,0.06,-0.14,1723212116426,cobblestone
-0.34,3.88,15.99,0.07,0.03,-0.1,1723212116435,cobblestone
1.65,4.62,14.75,0.13,-0.11,-0.08,1723212116444,cobblestone
1.55,4.22,13.28,-0.2,0.03,-0.16,1723212116453,cobblestone
0.82,-4.17,13.97,-0.24,-0.1,-0.4,1723212116462,cobblestone
-1.92,-0.65,15.15,-0.05,0.03,-0.45,1723212116471,cobblestone
-3.69,0.82,5.98,0.54,-0.16,-0.31,1723212116480,cobblestone
-0.81,-1.39,4.22,0.16,-0.16,-0.21,1723212116489,cobblestone
-2.71,1.96,4.6,-0.31,0.33,-0.12,1723212116498,cobblestone
-0.77,-1.13,6.03,-0.4,-0.15,-0.14,1723212116507,cobblestone
1.34,2.98,14.04,-0.33,0.34,0.01,1723212116516,cobblestone
0.83,3.28,12.27,-0.06,-0.12,0.01,1723212116525,cobblestone
1.95,-1.41,11.73,-0.02,0.0,-0.16,1723212116534,cobblestone
0.14,-0.65,10.72,-0.24,-0.01,-0.31,1723212116543,cobblestone
-0.22,-0.7,14.33,-0.13,-0.02,-0.27,1723212116552,cobblestone
-1.86,-0.73,9.29,0.19,0.04,-0.09,1723212116561,cobblestone
-0.7,-1.07,5.5,0.16,-0.07,0.01,1723212116570,cobblestone
-0.39,-0.73,3.25,-0.08,0.15,-0.07,1723212116579,cobblestone
0.3,-1.18,6.82,-0.51,-0.01,-0.11,1723212116588,cobblestone
-0.17,-5.74,12.33,-0.42,0.09,-0.2,1723212116597,cobblestone
-0.21,-2.91,13.29,-0.01,0.0,-0.12,1723212116606,cobblestone
0.24,-0.45,12.7,0.31,-0.04,-0.15,1723212116615,cobblestone
1.47,-0.61,3.34,0.66,-0.1,-0.17,1723212116624,cobblestone
1.1,-5.23,9.27,-0.5,0.08,-0.18,1723212116633,cobblestone
-1.69,-5.13,18.51,-1.35,0.23,-0.33,1723212116642,cobblestone
-2.94,3.41,31.04,-0.5,-0.02,-0.2,1723212116651,cobblestone
-2.63,-0.31,25.25,1.09,-0.01,0.06,1723212116660,cobblestone
-2.26,5.6,3.95,1.65,-0.11,0.43,1723212116669,cobblestone
2.5,-1.11,1.98,1.42,0.31,0.05,1723212116678,cobblestone
0.14,1.44,-1.12,0.51,0.2,-0.07,1723212116687,cobblestone
1.47,-0.26,5.56,-0.28,-0.04,-0.3,1723212116696,cobblestone
0.25,-3.68,5.18,-1.05,0.11,-0.57,1723212116705,cobblestone
-0.87,0.15,6.35,-1.65,-0.32,-0.53,1723212116714,cobblestone
-2.7,-2.98,26.55,-1.12,0.65,-0.4,1723212116723,cobblestone
-5.37,-0.03,27.99,0.72,-0.31,0.05,1723212116732,cobblestone
-1.18,2.65,11.08,1.67,0.13,0.23,1723212116741,cobblestone
-0.16,-3.57,2.56,1.04,-0.06,0.23,1723212116750,cobblestone
0.47,0.65,2.38,0.19,0.19,0.25,1723212116759,cobblestone
1.62,0.72,3.38,-0.6,0.03,0.14,1723212116768,cobblestone
2.68,4.33,13.88,-0.84,0.32,-0.0,1723212116778,cobblestone
