AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
0.38,-1.58,8.65,-0.01,-0.14,0.09,1723210787155,cobblestone
0.71,0.52,10.09,-0.15,-0.1,0.05,1723210787164,cobblestone
0.27,2.24,10.79,0.12,-0.16,-0.08,1723210787173,cobblestone
-0.79,-1.98,7.62,0.33,-0.26,-0.06,1723210787182,cobblestone
-0.04,-1.16,7.7,-0.02,-0.16,0.04,1723210787191,cobblestone
-0.17,2.3,11.82,-0.23,-0.02,0.12,1723210787200,cobblestone
-0.22,5.76,13.94,-0.07,-0.08,0.15,1723210787209,cobblestone
0.37,3.85,10.19,0.46,-0.24,0.07,1723210787218,cobblestone
-0.35,-4.18,5.08,0.27,-0.27,-0.02,1723210787227,cobblestone
-0.1,-2.54,7.09,-0.48,-0.11,-0.04,1723210787236,cobblestone
-1.34,-2.76,14.0,-0.71,-0.14,-0.11,1723210787245,cobblestone
-1.51,0.71,19.89,-0.1,-0.17,0.09,1723210787254,cobblestone
-0.76,-0.56,13.11,0.86,-0.38,0.25,1723210787263,cobblestone
0.71,0.75,3.85,0.67,-0.26,0.2,1723210787272,cobblestone
0.43,1.81,1.26,0.11,-0.14,0.1,1723210787281,cobblestone
0.78,0.53,5.59,-0.51,-0.19,0.01,1723210787290,cobblestone
2.62,-1.34,5.3,-0.64,-0.19,-0.04,1723210787299,cobblestone
1.02,-2.68,13.97,-0.17,-0.13,0.07,1723210787308,cobblestone
-0.66,-2.3,14.43,0.18,-0.25,0.03,1723210787317,cobblestone
0.04,0.68,10.73,0.25,-0.24,0.01,1723210787326,cobblestone
-0.13,3.91,6.71,0.08,-0.21,0.03,1723210787335,cobblestone
0.35,0.76,5.64,0.07,-0.2,0.08,1723210787344,cobblestone
0.24,-1.53,4.7,0.03,-0.2,-0.03,1723210787353,cobblestone
-0.17,-8.47,6.23,-0.32,-0.22,-0.08,1723210787362,cobblestone
-1.46,-2.68,12.03,-0.94,-0.13,-0.18,1723210787371,cobblestone
-1.12,0.07,22.39,-0.76,-0.08,-0.01,1723210787380,cobblestone
-1.82,0.8,23.56,0.25,-0.27,0.32,1723210787389,cobblestone
1.96,3.9,12.1,1.25,-0.43,0.32,1723210787398,cobblestone
3.08,-3.17,1.38,1.03,-0.1,0.19,1723210787407,cobblestone
2.24,-1.26,-0.47,0.28,-0.15,-0.11,1723210787416,cobblestone
1.59,-2.93,4.51,-0.55,-0.13,-0.32,1723210787425,cobblestone
0.02,-3.37,4.59,-1.05,-0.43,-0.31,1723210787434,cobblestone
0.66,-0.38,19.77,-1.05,0.24,-0.3,1723210787443,cobblestone
-15.46,1.56,19.46,-0.01,-0.13,0.19,1723210787452,cobblestone
-3.44,4.03,24.08,1.17,-0.08,0.1,1723210787461,cobblestone
0.71,3.39,7.91,0.61,-0.27,0.03,1723210787471,cobblestone
