AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
-2.26,-1.21,22.06,-0.05,0.04,-0.4,1723210621164,cobblestone
-2.63,3.02,14.92,0.79,-0.03,-0.27,1723210621174,cobblestone
-2.5,2.62,4.52,0.72,-0.27,-0.26,1723210621183,cobblestone
-1.21,-1.26,2.53,0.16,0.02,-0.29,1723210621192,cobblestone
-1.98,1.75,4.39,-0.47,0.01,-0.21,1723210621201,cobblestone
-1.08,2.54,11.42,-0.53,0.11,-0.22,1723210621210,cobblestone
-2.21,3.65,14.07,-0.12,0.1,-0.17,1723210621219,cobblestone
-1.53,-3.88,13.24,0.22,-0.16,-0.03,1723210621228,cobblestone
-1.14,-2.09,7.61,0.13,0.14,0.1,1723210621237,cobblestone
0.38,1.36,6.1,-0.1,0.07,0.14,1723210621246,cobblestone
0.95,0.16,8.06,-0.21,0.2,0.02,1723210621255,cobblestone
0.53,-0.02,10.53,-0.24,0.05,-0.13,1723210621264,cobblestone
0.71,0.0,14.01,-0.23,0.08,-0.2,1723210621273,cobblestone
-0.11,1.74,13.26,-0.03,0.06,-0.19,1723210621282,cobblestone
0.51,2.4,9.33,0.22,-0.04,-0.19,1723210621291,cobblestone
0.07,0.8,6.39,0.06,0.01,-0.2,1723210621300,cobblestone
-0.06,-1.8,6.06,-0.13,0.04,-0.19,1723210621309,cobblestone
-0.36,-0.77,7.81,-0.26,0.15,-0.21,1723210621318,cobblestone
-0.84,-3.35,8.51,-0.13,0.03,-0.17,1723210621327,cobblestone
-0.34,-1.02,10.32,-0.35,0.18,-0.16,1723210621336,cobblestone
-0.74,-1.83,13.8,-0.43,0.1,-0.21,1723210621345,cobblestone
-0.53,-0.76,18.2,-0.26,0.18,-0.17,1723210621354,cobblestone
0.23,2.35,14.94,0.36,0.05,-0.08,1723210621364,cobblestone
1.11,0.45,7.32,0.49,0.01,-0.07,1723210621373,cobblestone
1.09,-2.06,3.73,0.16,0.15,-0.18,1723210621382,cobblestone
0.34,-3.05,5.36,-0.32,0.09,-0.32,1723210621391,cobblestone
-0.5,-2.78,11.85,-0.54,0.17,-0.36,1723210621400,cobblestone
-1.5,0.63,18.31,-0.35,0.2,-0.28,1723210621409,cobblestone
-2.65,0.26,17.2,0.25,0.02,-0.15,1723210621418,cobblestone
-1.68,-0.45,10.15,0.46,-0.0,0.03,1723210621427,cobblestone
-0.42,-1.01,6.45,0.3,0.04,0.02,1723210621436,cobblestone
0.7,-0.79,7.0,-0.01,0.11,-0.05,1723210621445,cobblestone
0.81,0.76,10.3,-0.27,0.12,-0.18,1723210621454,cobblestone
-0.59,0.78,13.3,-0.16,0.14,-0.23,1723210621463,cobblestone
-1.43,-0.67,14.92,0.13,0.07,-0.2,1723210621472,cobblestone
-2.18,-0.12,12.11,0.26,0.08,-0.06,1723210621481,cobblestone
-1.11,0.06,9.63,0.13,0.04,0.13,1723210621490,cobblestone
0.45,0.41,9.7,-0.04,0.19,0.19,1723210621499,cobblestone
1.75,0.35,9.01,0.12,0.08,0.13,1723210621508,cobblestone
2.34,1.18,8.77,0.1,0.12,-0.02,1723210621517,cobblestone
2.06,-1.31,7.6,0.13,0.04,-0.17,1723210621526,cobblestone
0.29,-2.53,7.78,-0.07,0.12,-0.32,1723210621535,cobblestone
-0.79,-0.91,11.62,-0.18,0.1,-0.3,1723210621544,cobblestone
-2.11,-1.22,12.51,0.04,0.1,-0.18,1723210621553,cobblestone
-2.12,-1.29,11.92,0.19,0.08,0.05,1723210621562,cobblestone
-0.7,-2.51,9.96,0.23,0.09,0.19,1723210621571,cobblestone
0.8,3.07,7.24,0.17,0.14,0.16,1723210621580,cobblestone
2.19,-1.45,7.85,0.1,0.09,0.16,1723210621589,cobblestone
2.49,0.2,8.26,-0.0,0.19,-0.04,1723210621598,cobblestone
1.07,-1.26,8.39,-0.1,0.05,-0.21,1723210621607,cobblestone
-0.52,-2.55,12.63,-0.24,0.18,-0.3,1723210621616,cobblestone
-2.06,1.9,13.06,0.04,0.04,-0.25,1723210621625,cobblestone
-2.63,-2.8,11.02,0.34,0.01,-0.03,1723210621634,cobblestone
-1.62,0.9,6.53,0.25,0.0,0.04,1723210621643,cobblestone
-0.97,0.08,5.09,-0.04,0.11,0.09,1723210621652,cobblestone
-0.44,0.18,8.89,-0.44,0.14,0.05,1723210621661,cobblestone
-0.29,-0.84,13.79,-0.41,0.12,0.04,1723210621670,cobblestone
-0.8,-0.0,16.73,-0.21,0.09,0.06,1723210621679,cobblestone
-0.1,-0.58,15.4,0.16,-0.02,0.13,1723210621688,cobblestone
0.34,0.74,9.26,0.2,0.03,0.13,1723210621697,cobblestone
0.52,-0.05,8.6,-0.07,0.06,0.06,1723210621706,cobblestone
0.73,-1.25,10.02,-0.19,0.07,0.06,1723210621715,cobblestone
0.23,2.06,11.26,0.03,0.08,-0.01,1723210621724,cobblestone
-0.23,-1.94,9.64,0.1,-0.1,0.09,1723210621733,cobblestone
0.24,-0.19,10.11,-0.1,0.11,0.11,1723210621742,cobblestone
0.04,0.8,9.73,-0.06,-0.02,0.17,1723210621751,cobblestone
1.57,1.93,9.84,0.14,0.08,0.26,1723210621760,cobblestone
1.53,0.88,5.66,0.24,-0.01,0.18,1723210621769,cobblestone
1.83,-1.11,5.33,-0.1,0.06,0.13,1723210621778,cobblestone
1.43,-0.87,9.97,-0.49,0.11,-0.01,1723210621787,cobblestone
0.4,0.95,15.62,-0.42,0.1,-0.07,1723210621796,cobblestone
-0.34,0.12,17.13,0.13,-0.03,-0.01,1723210621805,cobblestone
-0.65,0.4,10.09,0.52,-0.09,0.08,1723210621814,cobblestone
0.19,-0.96,6.03,0.18,-0.06,0.09,1723210621823,cobblestone
0.32,0.68,5.89,-0.28,0.1,0.04,1723210621832,cobblestone
0.08,-0.93,11.4,-0.45,0.04,0.03,1723210621841,cobblestone
-0.42,-0.03,14.84,-0.22,0.08,0.02,1723210621850,cobblestone
-0.89,-0.96,14.32,0.12,-0.05,0.03,1723210621859,cobblestone
-0.96,-1.55,11.43,0.08,-0.03,0.07,1723210621868,cobblestone
-0.53,-0.57,9.7,-0.07,-0.03,0.13,1723210621877,cobblestone
0.5,-0.45,10.48,-0.12,0.02,0.18,1723210621886,cobblestone
1.41,-0.66,12.15,-0.05,0.01,0.14,1723210621895,cobblestone
1.8,-0.34,10.85,0.11,-0.05,0.04,1723210621904,cobblestone
1.7,0.12,9.27,0.0,0.01,-0.05,1723210621914,cobblestone
0.93,-1.5,9.98,-0.13,0.02,-0.14,1723210621923,cobblestone
-0.61,0.16,10.3,-0.0,0.05,-0.19,1723210621932,cobblestone
-1.88,-1.11,9.04,0.14,-0.11,-0.12,1723210621941,cobblestone
-1.77,-1.77,7.95,0.01,0.03,0.04,1723210621950,cobblestone
-0.53,0.75,8.39,-0.01,0.03,0.16,1723210621959,cobblestone
0.86,-3.34,11.55,-0.34,0.09,0.29,1723210621968,cobblestone
2.25,3.45,14.3,-0.19,0.2,0.17,1723210621977,cobblestone
3.17,2.41,13.77,0.25,-0.14,-0.05,1723210621986,cobblestone
2.21,-0.09,8.55,0.24,0.03,-0.23,1723210621995,cobblestone
0.82,-0.63,7.36,-0.01,-0.05,-0.35,1723210622004,cobblestone
-0.94,-1.2,9.56,-0.15,0.07,-0.33,1723210622013,cobblestone
-1.65,1.65,11.78,-0.1,-0.01,-0.21,1723210622022,cobblestone
-2.0,-2.36,12.81,-0.1,0.05,-0.04,1723210622031,cobblestone
-1.72,0.35,11.96,-0.05,0.05,0.08,1723210622040,cobblestone
0.0,0.94,11.44,0.1,0.02,0.15,1723210622049,cobblestone
1.06,-0.54,10.57,0.03,0.06,0.09,1723210622058,cobblestone
1.18,-0.59,10.77,0.03,0.09,0.03,1723210622067,cobblestone
1.34,3.5,9.68,0.07,0.06,-0.06,1723210622076,cobblestone
0.88,-1.01,9.58,0.0,0.06,-0.14,1723210622085,cobblestone
-0.19,-0.42,11.04,-0.1,0.11,-0.16,1723210622094,cobblestone
-0.53,-0.26,12.08,-0.01,0.01,-0.11,1723210622103,cobblestone
-0.42,1.67,11.91,0.02,0.11,-0.09,1723210622112,cobblestone
-0.31,2.96,9.96,0.2,-0.05,-0.08,1723210622121,cobblestone
-0.18,-2.0,7.27,0.01,-0.01,-0.08,1723210622130,cobblestone
-0.12,0.11,7.81,-0.17,0.1,-0.09,1723210622139,cobblestone
0.06,-0.82,9.01,-0.12,0.01,-0.07,1723210622148,cobblestone
0.08,-1.67,8.44,-0.03,0.09,-0.07,1723210622157,cobblestone
0.0,-1.72,8.78,-0.1,-0.01,-0.09,1723210622166,cobblestone
-0.65,-5.91,10.28,-0.23,0.07,-0.07,1723210622175,cobblestone
-0.62,-3.75,13.0,-0.28,0.1,-0.02,1723210622184,cobblestone
-0.89,0.55,13.56,0.11,0.07,-0.01,1723210622193,cobblestone
-0.11,1.56,10.37,0.44,-0.08,0.01,1723210622202,cobblestone
-0.06,-0.37,6.5,0.21,0.02,-0.0,1723210622211,cobblestone
0.46,0.91,9.02,-0.27,0.06,0.02,1723210622220,cobblestone
0.62,2.09,13.1,-0.27,0.13,-0.05,1723210622229,cobblestone
-0.63,0.27,14.54,0.04,-0.04,-0.14,1723210622238,cobblestone
-1.06,-1.33,11.88,0.28,-0.04,-0.11,1723210622247,cobblestone
-2.06,-0.77,7.17,0.13,-0.08,-0.06,1723210622256,cobblestone
-1.06,1.11,8.2,-0.11,0.0,0.01,1723210622265,cobblestone
-1.32,-0.03,9.5,-0.15,-0.06,0.18,1723210622274,cobblestone
0.59,-1.64,12.27,-0.04,0.0,0.21,1723210622283,cobblestone
1.06,-1.37,10.98,0.15,-0.03,0.16,1723210622292,cobblestone
1.99,0.79,8.88,0.09,-0.05,0.01,1723210622301,cobblestone
1.36,0.37,10.74,-0.19,0.03,-0.07,1723210622310,cobblestone
-0.01,-1.6,13.07,-0.0,-0.04,-0.07,1723210622319,cobblestone
-0.73,2.17,10.93,0.46,-0.08,-0.07,1723210622333,cobblestone
-2.51,-1.77,7.87,0.39,-0.03,-0.04,1723210622337,cobblestone
-0.38,4.67,8.29,0.2,-0.07,-0.01,1723210622346,cobblestone
-0.06,1.86,10.59,-0.07,-0.07,0.04,1723210622355,cobblestone
-0.74,3.45,11.04,0.03,-0.03,0.08,1723210622365,cobblestone
0.14,-4.29,9.84,0.33,-0.19,0.14,1723210622374,cobblestone
0.71,1.06,5.83,0.37,-0.0,0.03,1723210622383,cobblestone
0.41,4.05,4.46,0.11,-0.08,-0.08,1723210622392,cobblestone
-0.6,-0.49,6.2,-0.18,-0.06,-0.2,1723210622401,cobblestone
-1.81,-0.82,10.64,-0.42,-0.09,-0.13,1723210622410,cobblestone
-1.26,0.77,15.8,-0.17,0.01,0.04,1723210622419,cobblestone
-1.29,-0.34,13.32,0.26,-0.14,0.12,1723210622428,cobblestone
0.88,-1.11,9.12,0.22,-0.11,0.15,1723210622437,cobblestone
1.1,-0.97,6.9,-0.1,-0.03,0.09,1723210622446,cobblestone
1.67,-0.75,10.5,-0.3,-0.05,-0.08,1723210622455,cobblestone
0.73,0.05,12.72,-0.02,-0.05,-0.13,1723210622464,cobblestone
0.49,0.86,13.14,0.13,-0.11,-0.1,1723210622473,cobblestone
-0.29,0.52,9.45,0.28,-0.11,-0.08,1723210622482,cobblestone
-0.02,0.51,6.79,0.07,-0.12,-0.05,1723210622491,cobblestone
-0.01,1.95,6.65,-0.04,-0.03,-0.09,1723210622500,cobblestone
-0.16,-0.95,7.97,-0.19,-0.09,-0.09,1723210622509,cobblestone
-0.24,-2.04,11.78,-0.23,0.02,-0.07,1723210622518,cobblestone
-0.43,-1.16,13.18,-0.01,-0.11,-0.06,1723210622527,cobblestone
-0.44,-1.88,11.66,0.16,-0.09,-0.07,1723210622536,cobblestone
-0.35,-0.32,7.85,0.17,-0.14,-0.02,1723210622545,cobblestone
0.31,-0.45,7.24,-0.02,0.0,-0.02,1723210622554,cobblestone
0.12,-1.38,8.86,-0.17,-0.08,-0.06,1723210622563,cobblestone
0.26,-0.93,12.88,-0.19,0.04,-0.07,1723210622572,cobblestone
-0.04,-0.35,13.25,0.07,-0.1,-0.13,1723210622581,cobblestone
0.12,-0.76,10.27,0.09,-0.08,-0.15,1723210622590,cobblestone
0.34,-3.06,9.15,-0.07,-0.09,-0.09,1723210622599,cobblestone
0.15,-3.4,9.61,-0.14,-0.02,-0.11,1723210622608,cobblestone
0.64,-2.54,11.94,-0.16,-0.02,-0.1,1723210622617,cobblestone
0.93,-1.54,11.9,0.06,-0.03,-0.17,1723210622626,cobblestone
0.12,-0.19,9.54,0.15,-0.04,-0.26,1723210622635,cobblestone
-0.46,-3.14,8.11,-0.04,-0.06,-0.26,1723210622644,cobblestone
-1.18,-0.07,9.29,-0.1,0.07,-0.2,1723210622653,cobblestone
-0.93,-1.02,10.05,0.04,-0.08,-0.02,1723210622662,cobblestone
0.41,1.01,9.4,0.06,0.07,0.04,1723210622671,cobblestone
1.53,-2.92,9.05,-0.05,-0.04,0.05,1723210622680,cobblestone
2.15,-1.25,11.49,-0.23,0.2,-0.1,1723210622689,cobblestone
2.27,0.52,13.1,-0.14,-0.02,-0.23,1723210622698,cobblestone
1.85,0.86,12.52,0.17,0.06,-0.29,1723210622707,cobblestone
0.06,-0.4,7.86,0.24,-0.04,-0.36,1723210622716,cobblestone
-0.27,0.27,6.97,0.05,0.09,-0.35,1723210622725,cobblestone
-1.29,-1.4,7.33,-0.17,0.08,-0.3,1723210622734,cobblestone
-1.05,0.65,10.56,-0.21,0.18,-0.24,1723210622743,cobblestone
-1.53,-2.95,10.7,-0.09,0.03,-0.17,1723210622752,cobblestone
-0.37,-1.38,12.8,-0.15,0.16,-0.17,1723210622761,cobblestone
0.05,-2.07,12.75,-0.05,0.05,-0.05,1723210622770,cobblestone
1.35,0.01,14.15,-0.06,0.24,-0.2,1723210622779,cobblestone
0.49,3.03,11.54,0.21,0.02,-0.26,1723210622788,cobblestone
0.42,1.53,10.19,0.18,0.16,-0.28,1723210622797,cobblestone
-0.8,-0.1,8.78,0.01,0.11,-0.28,1723210622806,cobblestone
-0.68,-0.27,11.82,-0.15,0.22,-0.23,1723210622815,cobblestone
-0.81,0.94,13.07,0.03,0.17,-0.2,1723210622824,cobblestone
-0.2,2.71,10.5,0.31,0.12,-0.15,1723210622833,cobblestone
0.12,-1.07,6.42,0.26,0.07,-0.14,1723210622842,cobblestone
0.38,1.99,6.86,-0.11,0.24,-0.22,1723210622851,cobblestone
-0.35,0.15,9.89,-0.15,0.14,-0.26,1723210622860,cobblestone
-0.61,-0.31,12.56,-0.08,0.18,-0.25,1723210622869,cobblestone
-0.68,0.85,12.49,0.15,0.11,-0.12,1723210622878,cobblestone
-0.35,-0.59,8.97,0.21,0.12,-0.03,1723210622887,cobblestone
0.22,-1.28,8.18,-0.07,0.17,-0.05,1723210622896,cobblestone
0.27,-1.23,11.38,-0.14,0.21,-0.1,1723210622906,cobblestone
-0.44,-0.29,13.63,-0.0,0.2,-0.18,1723210622915,cobblestone
-0.65,-0.43,13.81,0.19,0.09,-0.19,1723210622924,cobblestone
-1.14,1.2,11.12,0.19,0.16,-0.1,1723210622933,cobblestone
-0.77,0.79,8.7,0.19,0.08,-0.04,1723210622942,cobblestone
-0.28,0.35,7.66,0.08,0.21,-0.03,1723210622951,cobblestone
-0.08,-0.85,6.46,0.12,0.12,-0.04,1723210622960,cobblestone
0.53,-1.26,7.04,0.0,0.22,-0.05,1723210622969,cobblestone
0.01,-1.18,7.95,-0.13,0.16,-0.11,1723210622978,cobblestone
0.44,-0.42,12.01,-0.25,0.21,-0.12,1723210622987,cobblestone
-0.5,-1.34,13.82,-0.16,0.2,-0.07,1723210622996,cobblestone
0.18,-0.65,13.65,0.11,0.09,-0.02,1723210623005,cobblestone
0.47,0.37,10.19,0.13,0.14,0.01,1723210623014,cobblestone
1.03,-0.23,9.02,0.01,0.14,-0.07,1723210623023,cobblestone
0.43,-0.52,9.16,-0.14,0.17,-0.16,1723210623032,cobblestone
-0.32,-0.49,10.8,-0.15,0.16,-0.19,1723210623041,cobblestone
-1.22,-1.39,10.1,-0.03,0.12,-0.12,1723210623050,cobblestone
-1.58,-1.55,10.77,-0.04,0.17,-0.04,1723210623059,cobblestone
-1.33,-0.2,9.29,0.04,0.1,0.09,1723210623068,cobblestone
0.49,-0.08,9.43,-0.1,0.16,0.18,1723210623077,cobblestone
1.9,0.31,9.82,-0.15,0.24,0.16,1723210623086,cobblestone
2.39,-0.96,10.82,-0.13,0.14,0.0,1723210623095,cobblestone
1.59,-2.02,12.03,-0.14,0.2,-0.15,1723210623104,cobblestone
-0.01,0.17,10.45,0.12,0.09,-0.17,1723210623113,cobblestone
-0.34,-1.16,9.15,-0.01,0.15,-0.08,1723210623122,cobblestone
-0.96,0.32,9.26,-0.16,0.23,-0.04,1723210623131,cobblestone
-0.92,-1.61,11.21,-0.14,0.13,0.02,1723210623140,cobblestone
-0.79,-2.32,12.13,-0.02,0.21,0.07,1723210623149,cobblestone
-0.46,-0.09,10.11,0.13,0.1,0.1,1723210623158,cobblestone
0.66,0.5,7.71,0.08,0.16,0.14,1723210623167,cobblestone
1.19,0.62,7.63,-0.13,0.18,0.09,1723210623176,cobblestone
1.05,-0.83,11.05,-0.25,0.25,0.01,1723210623185,cobblestone
-0.04,-0.17,12.94,-0.05,0.14,-0.09,1723210623194,cobblestone
-0.13,-0.91,12.7,0.08,0.14,-0.06,1723210623203,cobblestone
-0.74,-0.48,10.6,0.03,0.13,-0.02,1723210623212,cobblestone
-0.39,-0.54,11.63,-0.09,0.18,0.04,1723210623221,cobblestone
-0.85,0.23,11.54,0.07,0.12,0.05,1723210623230,cobblestone
-0.04,0.27,11.42,0.17,0.11,0.06,1723210623239,cobblestone
-0.07,1.12,9.63,0.15,0.12,0.04,1723210623248,cobblestone
-0.27,1.19,8.48,0.08,0.09,-0.03,1723210623257,cobblestone
-0.5,-1.31,9.7,-0.12,0.13,-0.04,1723210623266,cobblestone
-1.23,0.99,11.52,-0.07,0.1,-0.0,1723210623275,cobblestone
-0.85,-0.53,12.32,0.03,0.1,0.04,1723210623284,cobblestone
-0.69,0.23,9.9,0.16,0.05,0.06,1723210623293,cobblestone
-0.18,-2.57,7.87,0.07,0.02,0.09,1723210623302,cobblestone
0.22,-0.69,8.46,-0.2,0.14,0.06,1723210623311,cobblestone
-0.5,-4.18,11.77,-0.25,0.07,0.01,1723210623320,cobblestone
-0.93,-1.38,14.88,-0.14,0.15,0.01,1723210623329,cobblestone
-1.3,0.4,13.29,0.26,-0.03,0.04,1723210623338,cobblestone
-0.92,2.41,9.21,0.34,0.02,0.1,1723210623347,cobblestone
-0.6,0.69,6.06,0.19,-0.02,0.11,1723210623356,cobblestone
-0.15,-0.92,6.9,-0.15,0.08,0.11,1723210623366,cobblestone
-0.54,-1.83,9.93,-0.26,0.09,0.11,1723210623375,cobblestone
-0.21,-0.56,12.37,-0.12,0.08,0.12,1723210623384,cobblestone
-0.53,-0.67,11.17,0.09,-0.01,0.13,1723210623393,cobblestone
-0.41,-0.22,9.02,0.06,-0.01,0.12,1723210623402,cobblestone
-0.63,-1.31,7.78,-0.06,-0.02,0.07,1723210623411,cobblestone
-0.51,0.07,10.18,-0.16,0.02,0.08,1723210623420,cobblestone
-0.74,-0.83,12.8,-0.14,0.0,0.09,1723210623429,cobblestone
-0.91,1.78,13.25,-0.08,0.02,0.07,1723210623438,cobblestone
